graph_id,shape_id,block_type,batch_size,seq_len,hidden_dim,intermediate_dim,dtype,candidate_id,is_baseline,rewrite_family,plan_desc,num_measure_runs,latency_p50_ms,latency_mean_ms,latency_std_ms,latency_cv,latency_rank_within_graph
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.13619199395179749,0.13707946489254633,0.002880983203357883,0.021016883933827904,5
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.12697599828243256,0.12707839980721475,0.002248916072861287,0.01769707579158238,1
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.12697599828243256,0.12680533478657405,0.0015207533371601944,0.011992818281027159,2
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.13414399325847626,0.13530453145503998,0.002819669905640603,0.020839434387883337,4
g00_011,s0_seq128,transformer_mlp_swiglu,1,128,2048,5120,fp16,separate_manual_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, manual gate * sigmoid(gate) * up",30,0.13926400244235992,0.1396053324143092,0.0015264893672821019,0.010934319920903254,6
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,baseline_separate_silu,1,fusion_related_gate_up_projection,"default: separate gate_proj and up_proj, F.silu(gate) * up",30,0.058368001133203506,0.05870933433373769,0.0019667433954841983,0.033499671181827666,4
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,fused_chunk_manual_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, manual gate * sigmoid(gate) * up",30,0.060416001826524734,0.06150826786955198,0.0038217141052078237,0.06213333975381968,5
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,fused_chunk_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, chunk split, F.silu(gate) * up",30,0.05222399905323982,0.05304319920639197,0.0022805564863454435,0.04299432388064981,1
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,fused_split_inplace_silu,0,fusion_related_gate_up_projection,"fused gate/up projection, torch.split, F.silu(gate) then inplace multiply",30,0.05427199974656105,0.05495466652015845,0.002608466050097446,0.047465778891417884,2
g00_012,s0_seq128,transformer_mlp_swiglu,1,128,512,1024,fp16,separate_inplace_silu,0,fusion_related_gate_up_projection,"separate gate/up projections, F.silu(gate) then inplace multiply",30,0.05734400078654289,0.058845867464939756,0.0042115603425235395,0.0715693475847353,3
