graph_id,shape_id,seq_len,hidden_dim,intermediate_dim,selector_name,num_candidates,baseline_candidate_id,baseline_latency_ms,oracle_candidate_id,oracle_latency_ms,selected_candidate_id,selected_latency_ms,speedup_vs_baseline,regret_vs_oracle,decision_time_p50_ms,decision_time_p95_ms,win_over_2pct
g01_006,s1_seq512,512,1024,3072,Baseline,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,baseline_separate_silu,0.1157120019197464,1.0,0.18947366566792034,0.00010999792721122503,0.00014144316082820294,0
g01_006,s1_seq512,512,1024,3072,Heuristic,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,separate_inplace_silu,0.11520000174641609,1.0044444458816706,0.18421050616078283,0.004987501597497612,0.005228494410403073,0
g01_006,s1_seq512,512,1024,3072,Oracle,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,fused_split_inplace_silu,0.09728000313043594,1.1894736656679203,0.0,0.0008210045052692294,0.0008810515282675624,1
g01_007,s1_seq512,512,1280,3328,Baseline,6,baseline_separate_silu,0.13209599256515503,fused_split_inplace_silu,0.12390399724245071,baseline_separate_silu,0.13209599256515503,1.0,0.06611566620142639,0.00010999792721122503,0.00014000397641211748,0
g01_007,s1_seq512,512,1280,3328,Heuristic,6,baseline_separate_silu,0.13209599256515503,fused_split_inplace_silu,0.12390399724245071,separate_inplace_silu,0.13209599256515503,1.0,0.06611566620142639,0.005036999937146902,0.005269496614346281,0
g01_007,s1_seq512,512,1280,3328,Oracle,6,baseline_separate_silu,0.13209599256515503,fused_split_inplace_silu,0.12390399724245071,fused_split_inplace_silu,0.12390399724245071,1.0661156662014264,0.0,0.0008310016710311174,0.0008910494216252118,1
g01_008,s1_seq512,512,1536,6144,Baseline,6,baseline_separate_silu,0.2017280012369156,baseline_separate_silu,0.2017280012369156,baseline_separate_silu,0.2017280012369156,1.0,0.0,0.00010999792721122503,0.00014000397641211748,0
g01_008,s1_seq512,512,1536,6144,Heuristic,6,baseline_separate_silu,0.2017280012369156,baseline_separate_silu,0.2017280012369156,separate_inplace_silu,0.2017280012369156,1.0,0.0,0.0050570088205859065,0.005250002141110599,0
g01_008,s1_seq512,512,1536,6144,Oracle,6,baseline_separate_silu,0.2017280012369156,baseline_separate_silu,0.2017280012369156,baseline_separate_silu,0.2017280012369156,1.0,0.0,0.0008210045052692294,0.0008915492799133061,0
g01_009,s1_seq512,512,512,1024,Baseline,6,baseline_separate_silu,0.04915200173854828,baseline_separate_silu,0.04915200173854828,baseline_separate_silu,0.04915200173854828,1.0,0.0,0.00010999792721122503,0.00014000397641211748,0
g01_009,s1_seq512,512,512,1024,Heuristic,6,baseline_separate_silu,0.04915200173854828,baseline_separate_silu,0.04915200173854828,separate_inplace_silu,0.04915200173854828,1.0,0.0,0.005257497832644731,0.005508001777343452,0
g01_009,s1_seq512,512,512,1024,Oracle,6,baseline_separate_silu,0.04915200173854828,baseline_separate_silu,0.04915200173854828,baseline_separate_silu,0.04915200173854828,1.0,0.0,0.0008319984772242606,0.0008924536814447491,0
g01_010,s1_seq512,512,768,1536,Baseline,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,baseline_separate_silu,0.06348799914121628,1.0,0.03333334545992961,0.00010999792721122503,0.00014050383470021186,0
g01_010,s1_seq512,512,768,1536,Heuristic,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,separate_inplace_silu,0.06348799914121628,1.0,0.03333334545992961,0.0050779926823452115,0.0052579998737201095,0
g01_010,s1_seq512,512,768,1536,Oracle,6,baseline_separate_silu,0.06348799914121628,fused_chunk_silu,0.06143999844789505,fused_chunk_silu,0.06143999844789505,1.0333333454599296,0.0,0.0008319912012666464,0.0009010465873870999,1
g01_011,s1_seq512,512,1024,3072,Baseline,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,baseline_separate_silu,0.1157120019197464,1.0,0.18947366566792034,0.00010999792721122503,0.00014000397641211748,0
g01_011,s1_seq512,512,1024,3072,Heuristic,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,separate_inplace_silu,0.11468800157308578,1.0089285743287457,0.17894734665364553,0.005027504812460393,0.00525900031789206,0
g01_011,s1_seq512,512,1024,3072,Oracle,6,baseline_separate_silu,0.1157120019197464,fused_split_inplace_silu,0.09728000313043594,fused_split_inplace_silu,0.09728000313043594,1.1894736656679203,0.0,0.0008409988367930055,0.0009024508472066373,1
g01_012,s1_seq512,512,1280,3840,Baseline,6,baseline_separate_silu,0.1372160017490387,baseline_separate_silu,0.1372160017490387,baseline_separate_silu,0.1372160017490387,1.0,0.0,0.00010999792721122503,0.0001414577127434313,0
g01_012,s1_seq512,512,1280,3840,Heuristic,6,baseline_separate_silu,0.1372160017490387,baseline_separate_silu,0.1372160017490387,separate_inplace_silu,0.1372160017490387,1.0,0.0,0.00507800723426044,0.0053699979616794735,0
g01_012,s1_seq512,512,1280,3840,Oracle,6,baseline_separate_silu,0.1372160017490387,baseline_separate_silu,0.1372160017490387,baseline_separate_silu,0.1372160017490387,1.0,0.0,0.0008310016710311174,0.0008925031579565256,0
g01_013,s1_seq512,512,1536,3072,Baseline,6,baseline_separate_silu,0.14233599603176117,fused_split_inplace_silu,0.11161600053310394,baseline_separate_silu,0.14233599603176117,1.0,0.2752293161547752,0.00010999792721122503,0.00014099350664764643,0
g01_013,s1_seq512,512,1536,3072,Heuristic,6,baseline_separate_silu,0.14233599603176117,fused_split_inplace_silu,0.11161600053310394,separate_inplace_silu,0.13619199395179749,1.0451127992306084,0.22018342622305842,0.005016998329665512,0.005319997580954804,1
g01_013,s1_seq512,512,1536,3072,Oracle,6,baseline_separate_silu,0.14233599603176117,fused_split_inplace_silu,0.11161600053310394,fused_split_inplace_silu,0.11161600053310394,1.2752293161547752,0.0,0.0008319984772242606,0.0008824419637676328,1
g01_014,s1_seq512,512,512,2048,Baseline,6,baseline_separate_silu,0.06451199948787689,separate_inplace_silu,0.06348799914121628,baseline_separate_silu,0.06451199948787689,1.0,0.01612903793649134,0.00010999792721122503,0.00014000397641211748,0
g01_014,s1_seq512,512,512,2048,Heuristic,6,baseline_separate_silu,0.06451199948787689,separate_inplace_silu,0.06348799914121628,separate_inplace_silu,0.06348799914121628,1.0161290379364913,0.0,0.005048001185059547,0.005259499448584393,0
g01_014,s1_seq512,512,512,2048,Oracle,6,baseline_separate_silu,0.06451199948787689,separate_inplace_silu,0.06348799914121628,separate_inplace_silu,0.06348799914121628,1.0161290379364913,0.0,0.0008210045052692294,0.0008914998034015297,0
g01_015,s1_seq512,512,768,2304,Baseline,6,baseline_separate_silu,0.07884799689054489,separate_inplace_silu,0.07782399654388428,baseline_separate_silu,0.07884799689054489,1.0,0.013157899775594117,0.00010999792721122503,0.00013144672266207633,0
g01_015,s1_seq512,512,768,2304,Heuristic,6,baseline_separate_silu,0.07884799689054489,separate_inplace_silu,0.07782399654388428,separate_inplace_silu,0.07782399654388428,1.0131578997755941,0.0,0.0050274975365027785,0.005379495269153267,0
g01_015,s1_seq512,512,768,2304,Oracle,6,baseline_separate_silu,0.07884799689054489,separate_inplace_silu,0.07782399654388428,separate_inplace_silu,0.07782399654388428,1.0131578997755941,0.0,0.0008210045052692294,0.0008824557880870998,0
g01_016,s1_seq512,512,1024,3072,Baseline,6,baseline_separate_silu,0.11059200018644333,fused_chunk_silu,0.09318400174379349,baseline_separate_silu,0.11059200018644333,1.0,0.18681316660463443,0.00010999792721122503,0.00014000397641211748,0
g01_016,s1_seq512,512,1024,3072,Heuristic,6,baseline_separate_silu,0.11059200018644333,fused_chunk_silu,0.09318400174379349,separate_inplace_silu,0.11059200018644333,1.0,0.18681316660463443,0.0050579983508214355,0.005380045331548899,0
g01_016,s1_seq512,512,1024,3072,Oracle,6,baseline_separate_silu,0.11059200018644333,fused_chunk_silu,0.09318400174379349,fused_chunk_silu,0.09318400174379349,1.1868131666046344,0.0,0.0008220085874199867,0.0008810020517557859,1
g01_017,s1_seq512,512,1280,2560,Baseline,6,baseline_separate_silu,0.11980800330638885,fused_chunk_silu,0.09728000313043594,baseline_separate_silu,0.11980800330638885,1.0,0.23157894172501914,0.00010999792721122503,0.00014000397641211748,0
g01_017,s1_seq512,512,1280,2560,Heuristic,6,baseline_separate_silu,0.11980800330638885,fused_chunk_silu,0.09728000313043594,separate_inplace_silu,0.11878400295972824,1.0086206923587833,0.22105262271074455,0.005057503585703671,0.005328494444256648,0
g01_017,s1_seq512,512,1280,2560,Oracle,6,baseline_separate_silu,0.11980800330638885,fused_chunk_silu,0.09728000313043594,fused_chunk_silu,0.09728000313043594,1.2315789417250191,0.0,0.0008310016710311174,0.0008924529538489877,1
g01_018,s1_seq512,512,1536,3072,Baseline,6,baseline_separate_silu,0.13619199395179749,fused_chunk_silu,0.11264000087976456,baseline_separate_silu,0.13619199395179749,1.0,0.20909084595243432,0.00010999792721122503,0.00014000397641211748,0
